Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2011 [YR2011],2012 [YR2012],2013 [YR2013],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Marshall Islands,MHL,..,34.3931999206543,..,..,..,..,20.6884593963623,23.7769794464111,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Mauritania,MRT,..,8.8339900970459,9.40680027008057,25.7392196655273,25.0734195709229,25.4879894256592,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Mauritius,MUS,68.3622894287109,73.2512588500977,..,56.8340911865234,56.8441581726074,57.8816986083984,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Mexico,MEX,16.3458309173584,16.0361309051514,15.5340700149536,13.3478403091431,13.431619644165,13.0679903030396,11.5698795318604,11.4588499069214,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Moldova,MDA,..,1.36888003349304,1.33905005455017,1.25915002822876,1.25015997886658,1.32982003688812,2.50834989547729,2.91547989845276,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Monaco,MCO,24.6718292236328,..,..,22.2875804901123,23.3796291351318,23.6028900146484,33.0694808959961,33.3235702514648,33.58251953125
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Mongolia,MNG,1.35093998908997,1.64452004432678,2.21758008003235,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Montenegro,MNE,..,..,..,..,0.206310003995895,..,0.483940005302429,0.571550011634827,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Morocco,MAR,5.00130987167358,..,4.62453985214233,..,..,..,10.6198902130127,11.0120296478271,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Mozambique,MOZ,..,..,..,12.7279596328735,12.5173301696777,9.55587005615234,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Namibia,NAM,3.94724011421204,4.43016004562378,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Nauru,NRU,..,19.0226898193359,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Nepal,NPL,15.9095296859741,16.5927295684814,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Netherlands,NLD,..,..,..,3.32048988342285,3.43264007568359,..,6.66145992279053,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,New Zealand,NZL,11.2591104507446,10.0969200134277,9.99213981628418,10.9237098693848,10.2040796279907,9.94873046875,10.9790802001953,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Nicaragua,NIC,34.5382308959961,29.124870300293,..,..,..,..,..,21.1882705688477,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Niger,NER,..,15.8587198257446,14.9131498336792,..,19.3934803009033,19.0604801177979,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Nigeria,NGA,..,..,..,24.1818008422852,18.6993198394775,18.7151298522949,27.3453502655029,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,North Macedonia,MKD,..,0.450569987297058,0.50721001625061,..,1.06420004367828,0.944379985332489,1.40415000915527,1.65520000457764,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Norway,NOR,7.15623998641968,6.81178998947144,6.41283988952637,8.16549015045166,6.90376996994019,7.72002983093262,7.63827991485596,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Oman,OMN,0.902570009231567,0.913370013237,0.967050015926361,6.97504997253418,8.99065971374512,10.146710395813,11.4898700714111,11.2793102264404,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Pakistan,PAK,..,..,24.5209293365479,30.8780708312988,31.1189594268799,31.065559387207,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Palau,PLW,..,..,..,..,..,..,32.2648086547852,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Panama,PAN,14.9432401657104,14.506739616394,..,16.2115306854248,..,16.4717998504639,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Papua New Guinea,PNG,..,..,..,..,0.539160013198853,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Paraguay,PRY,26.2883701324463,25.6413402557373,19.8838901519775,21.5955905914307,21.8021202087402,..,18.5671005249023,18.7244606018066,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Peru,PER,17.1818809509277,17.310510635376,16.8381900787354,25.7331008911133,..,30.013599395752,21.9880905151367,24.2276306152344,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Philippines,PHL,22.6651992797852,21.5167102813721,20.454080581665,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Poland,POL,5.00167989730835,5.42282009124756,5.62483978271484,4.34424018859863,4.57730007171631,11.4666795730591,10.2663297653198,10.3217000961304,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Portugal,PRT,13.5839700698853,14.2156496047974,14.6670703887939,16.3285102844238,16.638219833374,16.8093395233154,18.567310333252,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Puerto Rico,PRI,..,..,..,25.2581405639648,24.6149997711182,24.4520606994629,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Qatar,QAT,28.8274307250977,30.3576507568359,31.6913394927979,39.62255859375,41.2410011291504,42.791690826416,47.522029876709,48.6759300231934,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Romania,ROU,0.540019989013672,0.598619997501373,0.604340016841888,1.81874001026154,1.62835001945496,1.2972400188446,1.7767299413681,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Russian Federation,RUS,..,..,0.415459990501404,0.763199985027313,0.897300004959106,1.01496005058289,0.833599984645844,0.920229971408844,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Rwanda,RWA,43.5411491394043,43.5942802429199,46.5077285766602,20.6004009246826,18.9840507507324,17.9862308502197,11.55016040802,10.1805696487427,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Samoa,WSM,31.6880798339844,..,..,32.5038986206055,33.0190887451172,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Sao Tome and Principe,STP,0,..,0,2.64221000671387,2.61005997657776,3.8156099319458,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Saudi Arabia,SAU,..,..,..,..,..,13.8128299713135,12.8159103393555,13.0127696990967,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Senegal,SEN,25.0692291259766,24.0753192901611,..,..,..,..,22.4351902008057,22.727029800415,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Serbia,SRB,..,..,..,0.769339978694916,0.492339998483658,0.425889998674393,1.29816997051239,1.40848994255066,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Seychelles,SYC,3.32712006568909,3.70560002326965,3.88350009918213,7.99944019317627,7.51927995681763,9.21821975708008,13.4607801437378,13.5605897903442,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Sierra Leone,SLE,1.85836005210876,..,..,10.7897796630859,8.49077033996582,6.97137022018433,7.99878978729248,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Singapore,SGP,..,..,..,..,..,..,5.62062978744507,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,92.7205581665039,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Slovak Republic,SVK,5.58762979507446,5.79206991195679,6.38178014755249,9.81425952911377,10.1557302474976,10.644889831543,12.4392404556274,12.6957597732544,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Slovenia,SVN,2.06720995903015,2.34008002281189,2.35630011558533,1.49190998077393,1.5269900560379,2.44912004470825,3.67479991912842,3.78938007354736,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Solomon Islands,SLB,..,..,..,30.9714908599854,29.8463802337646,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,79.1881103515625
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,South Africa,ZAF,2.37695002555847,2.54094004631042,2.56515002250671,3.90112996101379,4.10691976547241,..,4.7710599899292,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Spain,ESP,29.0796699523926,29.4171104431152,29.3556594848633,27.3086795806885,26.9436092376709,27.1530494689941,31.0879497528076,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Sri Lanka,LKA,..,..,..,7.11503982543945,7.3285698890686,7.28877019882202,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,St. Kitts and Nevis,KNA,..,3.75,3.29429006576538,4.4682297706604,5.20010995864868,11.7487497329712,6.97673988342285,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,St. Lucia,LCA,..,..,4.86639976501465,3.00486993789673,3.26064991950989,3.40804004669189,..,2.04193997383118,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,St. Vincent and the Grenadines,VCT,..,..,..,25.3225994110107,25.8566093444824,27.2657299041748,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Sudan,SDN,..,..,..,..,14.5007095336914,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Suriname,SUR,22.1091804504395,..,..,0.800999999046326,0.82762998342514,0.838630020618439,15.843469619751,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Sweden,SWE,2.94100999832153,3.89638996124268,..,19.3877296447754,20.9669704437256,16.9028091430664,19.3415107727051,19.5173797607422,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Switzerland,CHE,7.64317989349365,7.15259981155396,6.97923994064331,9.72710990905762,10.5503101348877,12.0596399307251,11.7217502593994,11.6214199066162,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Syrian Arab Republic,SYR,4.8005199432373,4.54778003692627,4.25415992736816,4.19133996963501,3.95539999008179,3.59591007232666,7.46120977401733,7.63906002044678,7.35735988616943
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Tajikistan,TJK,..,..,..,1.07100999355316,..,1.2488499879837,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Tanzania,TZA,..,..,..,..,..,..,13.4812002182007,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Thailand,THA,9.10324954986572,11.3278799057007,..,16.2093906402588,16.3976001739502,16.7840003967285,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Timor-Leste,TLS,..,..,..,26.490140914917,25.0830192565918,24.3936405181885,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Togo,TGO,..,..,..,23.2709407806396,..,..,30.8537101745605,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Tonga,TON,..,..,..,65.2480773925781,..,68.4905700683594,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,9.89575004577637,12.388500213623,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Tunisia,TUN,7.64284992218018,3.98325991630554,3.91044998168945,4.76621007919312,..,6.39023017883301,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Turkiye,TUR,..,..,..,..,3.2743399143219,3.03863000869751,7.35176992416382,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Turks and Caicos Islands,TCA,..,..,12.7559099197388,..,..,..,35.2365417480469,39.7714691162109,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Tuvalu,TUV,..,..,..,..,..,..,27.5559101104736,31.9785308837891,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Ukraine,UKR,0.25093999505043,0.317200005054474,0.358850002288818,0.36829000711441,0.376049995422363,0.377579987049103,0.97324001789093,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,United Kingdom,GBR,25.7430000305176,26.8086109161377,26.3329391479492,29.4280490875244,39.3604393005371,66.039421081543,76.3936080932617,76.9764709472656,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,United States,USA,..,..,..,..,..,8.09158039093018,9.22517967224121,8.45228958129883,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Uruguay,URY,11.9382295608521,11.1709203720093,10.4863796234131,12.778790473938,12.808910369873,12.8829498291016,10.84547996521,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Uzbekistan,UZB,..,..,..,..,0,0.0136099997907877,0.39495000243187,0.314630001783371,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Vanuatu,VUT,..,..,..,..,..,..,6.60263013839722,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,"Venezuela, RB",VEN,27.14501953125,25.8300495147705,25.0267105102539,28.4371795654297,28.299129486084,30.5080108642578,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Viet Nam,VNM,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,West Bank and Gaza,PSE,..,..,..,24.5425701141357,25.4554901123047,25.9109802246094,28.6956901550293,28.8791103363037,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,"Yemen, Rep.",YEM,1.31912004947662,..,1.65374994277954,4.06612014770508,..,4.45250988006592,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Zimbabwe,ZWE,71.2912292480469,71.2693328857422,..,..,77.4103393554688,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Africa Eastern and Southern,AFE,14.7463798522949,16.3547992706299,16.5278606414795,16.5117702484131,16.32839012146,16.4235992431641,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Africa Western and Central,AFW,17.7910194396973,17.553560256958,17.6875400543213,25.0139598846436,22.9483299255371,22.9951705932617,28.8327007293701,29.4856796264648,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Arab World,ARB,7.16656017303467,6.95453977584839,6.93313980102539,8.54574966430664,8.80642032623291,9.19662952423096,11.0210199356079,11.1413602828979,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Caribbean small states,CSS,12.4664297103882,12.9834899902344,12.7777900695801,12.42689037323,12.4409399032593,12.2203598022461,13.5491104125977,14.247260093689,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Central Europe and the Baltics,CEB,3.75764989852905,4.09159994125366,4.31310987472534,4.95149993896484,5.14695978164673,8.63422966003418,9.23363018035889,9.17012023925781,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Early-demographic dividend,EAR,31.4476795196533,31.2411594390869,31.1387805938721,34.4527206420898,35.1073303222656,35.4041213989258,37.4775505065918,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,East Asia & Pacific,EAS,..,..,..,16.4591999053955,16.8814392089844,16.2512893676758,20.295259475708,20.4273490905762,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,15.464599609375,15.9345302581787,15.25465965271,19.6877002716064,19.8324394226074,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,15.707859992981,16.1840000152588,15.4894304275513,19.9426708221436,20.0809307098389,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Euro area,EMU,14.4224100112915,14.4375696182251,14.5628204345703,16.1901607513428,16.079870223999,16.3013801574707,17.5075798034668,17.5536499023438,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Europe & Central Asia,ECS,7.62686014175415,7.84155988693237,7.95195007324219,9.77068996429443,10.4285001754761,13.4500503540039,14.7665596008301,14.7306203842163,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Europe & Central Asia (excluding high income),ECA,..,1.35844004154205,1.41219997406006,2.0163300037384,2.03595995903015,2.17529988288879,3.6121199131012,3.49961996078491,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,1.57783997058868,1.65444004535675,1.71679997444153,2.16891002655029,2.19052004814148,2.78729009628296,4.03752994537354,3.93636989593506,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,European Union,EUU,11.5864896774292,11.8094396591187,12.0233697891235,14.0284700393677,14.0585803985596,14.880410194397,15.9674196243286,15.9760303497314,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Fragile and conflict affected situations,FCS,11.3528299331665,12.294750213623,12.0030603408813,15.5553102493286,14.509880065918,15.1938495635986,18.3747501373291,18.4298801422119,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Heavily indebted poor countries (HIPC),HPC,18.7251796722412,20.2423095703125,20.7036094665527,19.511360168457,19.5427703857422,19.837589263916,21.2447299957275,21.6473293304443,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,High income,HIC,15.0030698776245,15.0361299514771,15.0353498458862,16.2226505279541,16.688850402832,19.27659034729,20.638219833374,20.5916595458984,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,IBRD only,IBD,18.3953990936279,18.1149101257324,18.4734802246094,23.9361991882324,24.7803401947021,24.534740447998,27.9116592407227,27.8327198028564,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,IDA & IBRD total,IBT,20.177619934082,19.9412498474121,20.1458301544189,24.7232608795166,25.3544692993164,25.336389541626,28.5216598510742,28.4252891540527,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,IDA blend,IDB,..,16.9584197998047,16.3864192962646,22.8765697479248,21.473539352417,21.5141906738281,26.3940505981445,26.3734703063965,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,IDA only,IDX,37.4920387268066,37.8480491638184,36.5002403259277,30.7745494842529,30.949649810791,32.3133010864258,32.788688659668,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,IDA total,IDA,30.6455993652344,30.7261505126953,29.7159900665283,28.0510597229004,27.6936893463135,28.4781608581543,30.6211795806885,30.4650497436523,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Late-demographic dividend,LTE,..,8.24312019348145,8.4506196975708,11.4302196502686,11.7462596893311,11.0505304336548,13.8770303726196,14.0440797805786,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Latin America & Caribbean,LCN,18.0596809387207,17.0503406524658,17.0933399200439,19.1394805908203,19.5442409515381,18.8627395629883,18.0688495635986,18.1645393371582,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Latin America & Caribbean (excluding high income),LAC,16.8260707855225,15.9075698852539,15.8637599945068,17.7325992584229,18.1667098999023,17.262279510498,16.4252109527588,16.5544605255127,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,18.3273601531982,17.2733898162842,17.3359394073486,19.3438606262207,19.7508506774902,19.0529403686523,18.2457599639893,18.3477096557617,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Least developed countries: UN classification,LDC,44.5495681762695,44.7322082519531,43.8320083618164,34.7618408203125,34.6827201843262,35.505729675293,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Low & middle income,LMY,20.2015800476074,19.9486694335938,20.1407794952393,24.6771106719971,25.3114891052246,25.2389297485352,28.5057506561279,28.4161491394043,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Low income,LIC,11.028980255127,13.6296300888062,13.437370300293,14.0181303024292,13.9614095687866,14.5752401351929,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Lower middle income,LMC,31.5232105255127,31.0389499664307,31.2987899780273,36.0156784057617,36.4734916687012,37.0663909912109,39.7060813903809,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Middle East & North Africa,MEA,6.65734004974365,6.50312995910645,6.47977018356323,8.89614963531494,9.03499031066895,9.3898401260376,10.2875604629517,10.3922395706177,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Middle East & North Africa (excluding high income),MNA,6.06461000442505,5.91103982925415,5.84217977523804,7.31621980667114,7.43755006790161,7.70454978942871,8.43523979187012,8.50491046905518,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,5.74069023132324,5.56885004043579,5.48777008056641,6.93332004547119,7.03773021697998,7.27402019500732,7.94240999221802,8.01457977294922,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Middle income,MIC,20.5534992218018,20.1928997039795,20.4224891662598,25.3628902435303,26.0694103240967,25.9443206787109,29.3882598876953,29.29833984375,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,North America,NAC,9.14459991455078,9.0322904586792,8.92177963256836,8.22793006896973,8.08432960510254,8.00514030456543,9.17940044403076,9.18080997467041,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,OECD members,OED,15.2044897079468,15.0881004333496,15.0014295578003,15.2361602783203,15.6104001998901,17.4059600830078,18.4286994934082,18.4075698852539,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Other small states,OSS,14.9783000946045,15.51060962677,16.0794792175293,18.443790435791,17.9116897583008,18.4084091186523,19.5710601806641,19.6501693725586,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Pacific island small states,PSS,..,..,61.4609184265137,19.0976600646973,19.039379119873,18.7285900115967,16.5598602294922,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Post-demographic dividend,PST,14.2584400177002,14.2785301208496,14.2214603424072,15.113320350647,15.5873203277588,18.2115592956543,19.6719207763672,19.6105003356934,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Pre-demographic dividend,PRE,15.2843103408813,16.5293502807617,16.7967796325684,20.0433502197266,18.9330101013184,19.2914695739746,23.0631008148193,23.3851203918457,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Small states,SST,18.560230255127,18.9837608337402,19.2875194549561,17.1571807861328,16.8247509002686,17.1477508544922,18.3078899383545,18.5002899169922,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,South Asia,SAS,46.001651763916,45.5620994567871,45.2699089050293,47.5768089294434,48.0958290100098,48.833309173584,51.594970703125,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,South Asia (IDA & IBRD),TSA,46.001651763916,45.5620994567871,45.2699089050293,47.5768089294434,48.0958290100098,48.833309173584,51.594970703125,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Sub-Saharan Africa,SSF,15.9079504013062,16.8194999694824,16.9890804290771,20.1652793884277,19.1957206726074,19.4037704467773,22.4473209381104,22.6783409118652,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Sub-Saharan Africa (excluding high income),SSA,15.9116201400757,16.8232402801514,16.9927196502686,20.167049407959,19.1974697113037,19.4050998687744,22.4482707977295,22.6793308258057,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,15.9079504013062,16.8194999694824,16.9890804290771,20.1652793884277,19.1957206726074,19.4037704467773,22.4473209381104,22.6783409118652,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Upper middle income,UMC,11.349630355835,11.3363199234009,11.3620195388794,14.389289855957,14.8397703170776,14.0331401824951,16.5105895996094,16.621000289917,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,World,WLD,19.1588401794434,19.0014991760254,19.174259185791,23.2910900115967,23.9222202301025,24.2915496826172,27.3326606750488,27.2384490966797,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Afghanistan,AFG,..,..,1.38107001781464,3.75560998916626,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Albania,ALB,15.4916801452637,15.9305896759033,16.3815498352051,49.6660118103027,59.5761795043945,65.3152923583984,60.3175811767578,62.731990814209,..
